,time,price
0,2023-05-04 15:15:17.630544+00:00,162.56
1,2023-05-04 15:15:17.695618+00:00,162.56
2,2023-05-04 15:15:17.788727+00:00,162.56
3,2023-05-04 15:15:18.655228+00:00,162.54
4,2023-05-04 15:15:18.789878+00:00,162.54
5,2023-05-04 15:15:18.798322+00:00,162.54
6,2023-05-04 15:15:18.806603+00:00,162.54
7,2023-05-04 15:15:19.013163+00:00,162.54
8,2023-05-04 15:15:19.095024+00:00,162.54
9,2023-05-04 15:15:19.423067+00:00,162.54
